player,round,hole,strokes,par,yds,score
"Sandoval, Guillermo",1,18,7,3,64,4
"Alexandre, DODET",1,1,5,5,153,0
"Alexandre, DODET",1,2,5,4,164,1
"Alexandre, DODET",1,3,4,4,202,0
"Alexandre, DODET",1,4,4,4,174,0
"Alexandre, DODET",1,5,3,3,99,0
"Alexandre, DODET",1,6,4,4,137,0
"Alexandre, DODET",1,7,3,3,89,0
"Alexandre, DODET",1,8,3,3,76,0
"Alexandre, DODET",1,9,4,5,167,-1
"Alexandre, DODET",1,10,5,4,198,1
"Alexandre, DODET",1,11,3,4,178,-1
"Alexandre, DODET",1,12,5,5,216,0
"Alexandre, DODET",1,13,4,4,273,0
"Alexandre, DODET",1,14,6,4,193,2
"Alexandre, DODET",1,15,3,4,181,-1
"Alexandre, DODET",1,16,3,4,165,-1
"Alexandre, DODET",1,17,4,4,175,0
"Alexandre, DODET",1,18,3,3,64,0
"Tamburini, Juri",1,1,4,5,153,-1
"Tamburini, Juri",1,2,6,4,164,2
"Tamburini, Juri",1,3,5,4,202,1
"Tamburini, Juri",1,4,5,4,174,1
"Tamburini, Juri",1,5,3,3,99,0
"Tamburini, Juri",1,6,4,4,137,0
"Tamburini, Juri",1,7,4,3,89,1
"Tamburini, Juri",1,8,4,3,76,1
"Tamburini, Juri",1,9,1,5,167,-4
"Tamburini, Juri",1,10,4,4,198,0
"Tamburini, Juri",1,11,2,4,178,-2
"Tamburini, Juri",1,12,6,5,216,1
"Tamburini, Juri",1,13,3,4,273,-1
"Tamburini, Juri",1,14,4,4,193,0
"Tamburini, Juri",1,15,2,4,181,-2
"Tamburini, Juri",1,16,4,4,165,0
"Tamburini, Juri",1,17,3,4,175,-1
"Tamburini, Juri",1,18,7,3,64,4
"DUMOULIN, Guillaume",1,1,5,5,153,0
"DUMOULIN, Guillaume",1,2,4,4,164,0
"DUMOULIN, Guillaume",1,3,5,4,202,1
"DUMOULIN, Guillaume",1,4,4,4,174,0
"DUMOULIN, Guillaume",1,5,3,3,99,0
"DUMOULIN, Guillaume",1,6,3,4,137,-1
"DUMOULIN, Guillaume",1,7,4,3,89,1
"DUMOULIN, Guillaume",1,8,3,3,76,0
"DUMOULIN, Guillaume",1,9,4,5,167,-1
"DUMOULIN, Guillaume",1,10,4,4,198,0
"DUMOULIN, Guillaume",1,11,3,4,178,-1
"DUMOULIN, Guillaume",1,12,5,5,216,0
"DUMOULIN, Guillaume",1,13,3,4,273,-1
"DUMOULIN, Guillaume",1,14,4,4,193,0
"DUMOULIN, Guillaume",1,15,4,4,181,0
"DUMOULIN, Guillaume",1,16,4,4,165,0
"DUMOULIN, Guillaume",1,17,4,4,175,0
"DUMOULIN, Guillaume",1,18,3,3,64,0
"Mendive, Alejo",1,1,6,5,153,1
"Mendive, Alejo",1,2,4,4,164,0
"Mendive, Alejo",1,3,4,4,202,0
"Mendive, Alejo",1,4,4,4,174,0
"Mendive, Alejo",1,5,3,3,99,0
"Mendive, Alejo",1,6,3,4,137,-1
"Mendive, Alejo",1,7,4,3,89,1
"Mendive, Alejo",1,8,3,3,76,0
"Mendive, Alejo",1,9,4,5,167,-1
"Mendive, Alejo",1,10,5,4,198,1
"Mendive, Alejo",1,11,2,4,178,-2
"Mendive, Alejo",1,12,5,5,216,0
"Mendive, Alejo",1,13,5,4,273,1
"Mendive, Alejo",1,14,3,4,193,-1
"Mendive, Alejo",1,15,3,4,181,-1
"Mendive, Alejo",1,16,5,4,165,1
"Mendive, Alejo",1,17,4,4,175,0
"Mendive, Alejo",1,18,3,3,64,0
"Badre, HARMACH",1,1,4,5,153,-1
"Badre, HARMACH",1,2,4,4,164,0
"Badre, HARMACH",1,3,5,4,202,1
"Badre, HARMACH",1,4,6,4,174,2
"Badre, HARMACH",1,5,3,3,99,0
"Badre, HARMACH",1,6,4,4,137,0
"Badre, HARMACH",1,7,4,3,89,1
"Badre, HARMACH",1,8,4,3,76,1
"Badre, HARMACH",1,9,2,5,167,-3
"Badre, HARMACH",1,10,4,4,198,0
"Badre, HARMACH",1,11,2,4,178,-2
"Badre, HARMACH",1,12,6,5,216,1
"Badre, HARMACH",1,13,4,4,273,0
"Badre, HARMACH",1,14,3,4,193,-1
"Badre, HARMACH",1,15,4,4,181,0
"Badre, HARMACH",1,16,4,4,165,0
"Badre, HARMACH",1,17,3,4,175,-1
"Badre, HARMACH",1,18,5,3,64,2
"Christophe, DELISSUS",1,1,4,5,153,-1
"Christophe, DELISSUS",1,2,4,4,164,0
"Christophe, DELISSUS",1,3,5,4,202,1
"Christophe, DELISSUS",1,4,5,4,174,1
"Christophe, DELISSUS",1,5,3,3,99,0
"Christophe, DELISSUS",1,6,3,4,137,-1
"Christophe, DELISSUS",1,7,3,3,89,0
"Christophe, DELISSUS",1,8,4,3,76,1
"Christophe, DELISSUS",1,9,1,5,167,-4
"Christophe, DELISSUS",1,10,4,4,198,0
"Christophe, DELISSUS",1,11,3,4,178,-1
"Christophe, DELISSUS",1,12,4,5,216,-1
"Christophe, DELISSUS",1,13,3,4,273,-1
"Christophe, DELISSUS",1,14,4,4,193,0
"Christophe, DELISSUS",1,15,4,4,181,0
"Christophe, DELISSUS",1,16,3,4,165,-1
"Christophe, DELISSUS",1,17,3,4,175,-1
"Christophe, DELISSUS",1,18,3,3,64,0
"Vangel, Dusan",1,1,4,5,153,-1
"Vangel, Dusan",1,2,4,4,164,0
"Vangel, Dusan",1,3,5,4,202,1
"Vangel, Dusan",1,4,6,4,174,2
"Vangel, Dusan",1,5,2,3,99,-1
"Vangel, Dusan",1,6,4,4,137,0
"Vangel, Dusan",1,7,4,3,89,1
"Vangel, Dusan",1,8,4,3,76,1
"Vangel, Dusan",1,9,2,5,167,-3
"Vangel, Dusan",1,10,6,4,198,2
"Vangel, Dusan",1,11,3,4,178,-1
"Vangel, Dusan",1,12,6,5,216,1
"Vangel, Dusan",1,13,4,4,273,0
"Vangel, Dusan",1,14,3,4,193,-1
"Vangel, Dusan",1,15,3,4,181,-1
"Vangel, Dusan",1,16,5,4,165,1
"Vangel, Dusan",1,17,4,4,175,0
"Vangel, Dusan",1,18,5,3,64,2
"THOMAS, Alexandre",1,1,6,5,153,1
"THOMAS, Alexandre",1,2,4,4,164,0
"THOMAS, Alexandre",1,3,5,4,202,1
"THOMAS, Alexandre",1,4,4,4,174,0
"THOMAS, Alexandre",1,5,3,3,99,0
"THOMAS, Alexandre",1,6,4,4,137,0
"THOMAS, Alexandre",1,7,4,3,89,1
"THOMAS, Alexandre",1,8,3,3,76,0
"THOMAS, Alexandre",1,9,5,5,167,0
"THOMAS, Alexandre",1,10,5,4,198,1
"THOMAS, Alexandre",1,11,4,4,178,0
"THOMAS, Alexandre",1,12,5,5,216,0
"THOMAS, Alexandre",1,13,4,4,273,0
"THOMAS, Alexandre",1,14,4,4,193,0
"THOMAS, Alexandre",1,15,4,4,181,0
"THOMAS, Alexandre",1,16,4,4,165,0
"THOMAS, Alexandre",1,17,4,4,175,0
"THOMAS, Alexandre",1,18,4,3,64,1
"VIVES, Andy",1,1,4,5,153,-1
"VIVES, Andy",1,2,5,4,164,1
"VIVES, Andy",1,3,5,4,202,1
"VIVES, Andy",1,4,6,4,174,2
"VIVES, Andy",1,5,3,3,99,0
"VIVES, Andy",1,6,5,4,137,1
"VIVES, Andy",1,7,3,3,89,0
"VIVES, Andy",1,8,4,3,76,1
"VIVES, Andy",1,9,2,5,167,-3
"VIVES, Andy",1,10,6,4,198,2
"VIVES, Andy",1,11,3,4,178,-1
"VIVES, Andy",1,12,6,5,216,1
"VIVES, Andy",1,13,4,4,273,0
"VIVES, Andy",1,14,3,4,193,-1
"VIVES, Andy",1,15,2,4,181,-2
"VIVES, Andy",1,16,4,4,165,0
"VIVES, Andy",1,17,3,4,175,-1
"VIVES, Andy",1,18,4,3,64,1
"GUYOMAR, Antoine",1,1,4,5,153,-1
"GUYOMAR, Antoine",1,2,6,4,164,2
"GUYOMAR, Antoine",1,3,4,4,202,0
"GUYOMAR, Antoine",1,4,4,4,174,0
"GUYOMAR, Antoine",1,5,3,3,99,0
"GUYOMAR, Antoine",1,6,4,4,137,0
"GUYOMAR, Antoine",1,7,3,3,89,0
"GUYOMAR, Antoine",1,8,4,3,76,1
"GUYOMAR, Antoine",1,9,2,5,167,-3
"GUYOMAR, Antoine",1,10,6,4,198,2
"GUYOMAR, Antoine",1,11,1,4,178,-3
"GUYOMAR, Antoine",1,12,5,5,216,0
"GUYOMAR, Antoine",1,13,3,4,273,-1
"GUYOMAR, Antoine",1,14,3,4,193,-1
"GUYOMAR, Antoine",1,15,3,4,181,-1
"GUYOMAR, Antoine",1,16,4,4,165,0
"GUYOMAR, Antoine",1,17,3,4,175,-1
"GUYOMAR, Antoine",1,18,6,3,64,3
"Stoffer, Germon",1,1,5,5,153,0
"Stoffer, Germon",1,2,5,4,164,1
"Stoffer, Germon",1,3,4,4,202,0
"Stoffer, Germon",1,4,4,4,174,0
"Stoffer, Germon",1,5,3,3,99,0
"Stoffer, Germon",1,6,3,4,137,-1
"Stoffer, Germon",1,7,2,3,89,-1
"Stoffer, Germon",1,8,3,3,76,0
"Stoffer, Germon",1,9,4,5,167,-1
"Stoffer, Germon",1,10,4,4,198,0
"Stoffer, Germon",1,11,3,4,178,-1
"Stoffer, Germon",1,12,5,5,216,0
"Stoffer, Germon",1,13,4,4,273,0
"Stoffer, Germon",1,14,5,4,193,1
"Stoffer, Germon",1,15,4,4,181,0
"Stoffer, Germon",1,16,4,4,165,0
"Stoffer, Germon",1,17,5,4,175,1
"Stoffer, Germon",1,18,4,3,64,1
"Alexandre, POLFLIET",1,1,4,5,153,-1
"Alexandre, POLFLIET",1,2,5,4,164,1
"Alexandre, POLFLIET",1,3,5,4,202,1
"Alexandre, POLFLIET",1,4,4,4,174,0
"Alexandre, POLFLIET",1,5,3,3,99,0
"Alexandre, POLFLIET",1,6,4,4,137,0
"Alexandre, POLFLIET",1,7,3,3,89,0
"Alexandre, POLFLIET",1,8,4,3,76,1
"Alexandre, POLFLIET",1,9,2,5,167,-3
"Alexandre, POLFLIET",1,10,5,4,198,1
"Alexandre, POLFLIET",1,11,2,4,178,-2
"Alexandre, POLFLIET",1,12,5,5,216,0
"Alexandre, POLFLIET",1,13,4,4,273,0
"Alexandre, POLFLIET",1,14,4,4,193,0
"Alexandre, POLFLIET",1,15,3,4,181,-1
"Alexandre, POLFLIET",1,16,4,4,165,0
"Alexandre, POLFLIET",1,17,3,4,175,-1
"Alexandre, POLFLIET",1,18,6,3,64,3
"David, Aerts",1,1,5,5,153,0
"David, Aerts",1,2,4,4,164,0
"David, Aerts",1,3,4,4,202,0
"David, Aerts",1,4,4,4,174,0
"David, Aerts",1,5,3,3,99,0
"David, Aerts",1,6,3,4,137,-1
"David, Aerts",1,7,2,3,89,-1
"David, Aerts",1,8,3,3,76,0
"David, Aerts",1,9,4,5,167,-1
"David, Aerts",1,10,2,4,198,-2
"David, Aerts",1,11,3,4,178,-1
"David, Aerts",1,12,5,5,216,0
"David, Aerts",1,13,5,4,273,1
"David, Aerts",1,14,4,4,193,0
"David, Aerts",1,15,5,4,181,1
"David, Aerts",1,16,4,4,165,0
"David, Aerts",1,17,5,4,175,1
"David, Aerts",1,18,4,3,64,1
"Thomas, RENON",1,1,4,5,153,-1
"Thomas, RENON",1,2,5,4,164,1
"Thomas, RENON",1,3,4,4,202,0
"Thomas, RENON",1,4,4,4,174,0
"Thomas, RENON",1,5,3,3,99,0
"Thomas, RENON",1,6,5,4,137,1
"Thomas, RENON",1,7,4,3,89,1
"Thomas, RENON",1,8,3,3,76,0
"Thomas, RENON",1,9,4,5,167,-1
"Thomas, RENON",1,10,4,4,198,0
"Thomas, RENON",1,11,3,4,178,-1
"Thomas, RENON",1,12,5,5,216,0
"Thomas, RENON",1,13,4,4,273,0
"Thomas, RENON",1,14,4,4,193,0
"Thomas, RENON",1,15,3,4,181,-1
"Thomas, RENON",1,16,6,4,165,2
"Thomas, RENON",1,17,6,4,175,2
"Thomas, RENON",1,18,4,3,64,1
"Pelliccioni, Sebastian",1,1,4,5,153,-1
"Pelliccioni, Sebastian",1,2,4,4,164,0
"Pelliccioni, Sebastian",1,3,6,4,202,2
"Pelliccioni, Sebastian",1,4,3,4,174,-1
"Pelliccioni, Sebastian",1,5,3,3,99,0
"Pelliccioni, Sebastian",1,6,3,4,137,-1
"Pelliccioni, Sebastian",1,7,3,3,89,0
"Pelliccioni, Sebastian",1,8,4,3,76,1
"Pelliccioni, Sebastian",1,9,2,5,167,-3
"Pelliccioni, Sebastian",1,10,7,4,198,3
"Pelliccioni, Sebastian",1,11,2,4,178,-2
"Pelliccioni, Sebastian",1,12,5,5,216,0
"Pelliccioni, Sebastian",1,13,3,4,273,-1
"Pelliccioni, Sebastian",1,14,4,4,193,0
"Pelliccioni, Sebastian",1,15,4,4,181,0
"Pelliccioni, Sebastian",1,16,4,4,165,0
"Pelliccioni, Sebastian",1,17,3,4,175,-1
"Pelliccioni, Sebastian",1,18,4,3,64,1
"Remy, HETRU",1,1,5,5,153,0
"Remy, HETRU",1,2,4,4,164,0
"Remy, HETRU",1,3,5,4,202,1
"Remy, HETRU",1,4,4,4,174,0
"Remy, HETRU",1,5,3,3,99,0
"Remy, HETRU",1,6,4,4,137,0
"Remy, HETRU",1,7,3,3,89,0
"Remy, HETRU",1,8,3,3,76,0
"Remy, HETRU",1,9,5,5,167,0
"Remy, HETRU",1,10,5,4,198,1
"Remy, HETRU",1,11,3,4,178,-1
"Remy, HETRU",1,12,5,5,216,0
"Remy, HETRU",1,13,4,4,273,0
"Remy, HETRU",1,14,5,4,193,1
"Remy, HETRU",1,15,4,4,181,0
"Remy, HETRU",1,16,4,4,165,0
"Remy, HETRU",1,17,5,4,175,1
"Remy, HETRU",1,18,6,3,64,3
"FORGEARD, Cédric",1,1,4,5,153,-1
"FORGEARD, Cédric",1,2,4,4,164,0
"FORGEARD, Cédric",1,3,5,4,202,1
"FORGEARD, Cédric",1,4,6,4,174,2
"FORGEARD, Cédric",1,5,3,3,99,0
"FORGEARD, Cédric",1,6,4,4,137,0
"FORGEARD, Cédric",1,7,3,3,89,0
"FORGEARD, Cédric",1,8,4,3,76,1
"FORGEARD, Cédric",1,9,3,5,167,-2
"FORGEARD, Cédric",1,10,4,4,198,0
"FORGEARD, Cédric",1,11,2,4,178,-2
"FORGEARD, Cédric",1,12,6,5,216,1
"FORGEARD, Cédric",1,13,4,4,273,0
"FORGEARD, Cédric",1,14,6,4,193,2
"FORGEARD, Cédric",1,15,2,4,181,-2
"FORGEARD, Cédric",1,16,5,4,165,1
"FORGEARD, Cédric",1,17,3,4,175,-1
"FORGEARD, Cédric",1,18,5,3,64,2
"Brian, THOMASSIAN",1,1,5,5,153,0
"Brian, THOMASSIAN",1,2,6,4,164,2
"Brian, THOMASSIAN",1,3,4,4,202,0
"Brian, THOMASSIAN",1,4,6,4,174,2
"Brian, THOMASSIAN",1,5,4,3,99,1
"Brian, THOMASSIAN",1,6,5,4,137,1
"Brian, THOMASSIAN",1,7,3,3,89,0
"Brian, THOMASSIAN",1,8,4,3,76,1
"Brian, THOMASSIAN",1,9,3,5,167,-2
"Brian, THOMASSIAN",1,10,5,4,198,1
"Brian, THOMASSIAN",1,11,2,4,178,-2
"Brian, THOMASSIAN",1,12,5,5,216,0
"Brian, THOMASSIAN",1,13,4,4,273,0
"Brian, THOMASSIAN",1,14,4,4,193,0
"Brian, THOMASSIAN",1,15,2,4,181,-2
"Brian, THOMASSIAN",1,16,4,4,165,0
"Brian, THOMASSIAN",1,17,3,4,175,-1
"Brian, THOMASSIAN",1,18,5,3,64,2
"Julien, GRUNWALD",1,1,4,5,153,-1
"Julien, GRUNWALD",1,2,3,4,164,-1
"Julien, GRUNWALD",1,3,4,4,202,0
"Julien, GRUNWALD",1,4,4,4,174,0
"Julien, GRUNWALD",1,5,2,3,99,-1
"Julien, GRUNWALD",1,6,6,4,137,2
"Julien, GRUNWALD",1,7,2,3,89,-1
"Julien, GRUNWALD",1,8,3,3,76,0
"Julien, GRUNWALD",1,9,5,5,167,0
"Julien, GRUNWALD",1,10,3,4,198,-1
"Julien, GRUNWALD",1,11,5,4,178,1
"Julien, GRUNWALD",1,12,5,5,216,0
"Julien, GRUNWALD",1,13,4,4,273,0
"Julien, GRUNWALD",1,14,4,4,193,0
"Julien, GRUNWALD",1,15,3,4,181,-1
"Julien, GRUNWALD",1,16,7,4,165,3
"Julien, GRUNWALD",1,17,3,4,175,-1
"Julien, GRUNWALD",1,18,4,3,64,1
"Olivier, GIACOMELLO",1,1,4,5,153,-1
"Olivier, GIACOMELLO",1,2,4,4,164,0
"Olivier, GIACOMELLO",1,3,4,4,202,0
"Olivier, GIACOMELLO",1,4,6,4,174,2
"Olivier, GIACOMELLO",1,5,4,3,99,1
"Olivier, GIACOMELLO",1,6,4,4,137,0
"Olivier, GIACOMELLO",1,7,4,3,89,1
"Olivier, GIACOMELLO",1,8,4,3,76,1
"Olivier, GIACOMELLO",1,9,2,5,167,-3
"Olivier, GIACOMELLO",1,10,5,4,198,1
"Olivier, GIACOMELLO",1,11,3,4,178,-1
"Olivier, GIACOMELLO",1,12,7,5,216,2
"Olivier, GIACOMELLO",1,13,4,4,273,0
"Olivier, GIACOMELLO",1,14,5,4,193,1
"Olivier, GIACOMELLO",1,15,2,4,181,-2
"Olivier, GIACOMELLO",1,16,4,4,165,0
"Olivier, GIACOMELLO",1,17,4,4,175,0
"Olivier, GIACOMELLO",1,18,7,3,64,4
"Yann, BERTIN",1,1,4,5,153,-1
"Yann, BERTIN",1,2,3,4,164,-1
"Yann, BERTIN",1,3,4,4,202,0
"Yann, BERTIN",1,4,8,4,174,4
"Yann, BERTIN",1,5,3,3,99,0
"Yann, BERTIN",1,6,4,4,137,0
"Yann, BERTIN",1,7,2,3,89,-1
"Yann, BERTIN",1,8,4,3,76,1
"Yann, BERTIN",1,9,3,5,167,-2
"Yann, BERTIN",1,10,5,4,198,1
"Yann, BERTIN",1,11,3,4,178,-1
"Yann, BERTIN",1,12,6,5,216,1
"Yann, BERTIN",1,13,3,4,273,-1
"Yann, BERTIN",1,14,4,4,193,0
"Yann, BERTIN",1,15,3,4,181,-1
"Yann, BERTIN",1,16,5,4,165,1
"Yann, BERTIN",1,17,3,4,175,-1
"Yann, BERTIN",1,18,5,3,64,2
"Copello, Mariano",1,1,4,5,153,-1
"Copello, Mariano",1,2,4,4,164,0
"Copello, Mariano",1,3,5,4,202,1
"Copello, Mariano",1,4,7,4,174,3
"Copello, Mariano",1,5,4,3,99,1
"Copello, Mariano",1,6,4,4,137,0
"Copello, Mariano",1,7,3,3,89,0
"Copello, Mariano",1,8,4,3,76,1
"Copello, Mariano",1,9,2,5,167,-3
"Copello, Mariano",1,10,4,4,198,0
"Copello, Mariano",1,11,2,4,178,-2
"Copello, Mariano",1,12,5,5,216,0
"Copello, Mariano",1,13,4,4,273,0
"Copello, Mariano",1,14,5,4,193,1
"Copello, Mariano",1,15,4,4,181,0
"Copello, Mariano",1,16,4,4,165,0
"Copello, Mariano",1,17,3,4,175,-1
"Copello, Mariano",1,18,6,3,64,3
"Coronel, Franco Nazareno",1,1,6,5,153,1
"Coronel, Franco Nazareno",1,2,4,4,164,0
"Coronel, Franco Nazareno",1,3,4,4,202,0
"Coronel, Franco Nazareno",1,4,4,4,174,0
"Coronel, Franco Nazareno",1,5,3,3,99,0
"Coronel, Franco Nazareno",1,6,4,4,137,0
"Coronel, Franco Nazareno",1,7,3,3,89,0
"Coronel, Franco Nazareno",1,8,3,3,76,0
"Coronel, Franco Nazareno",1,9,5,5,167,0
"Coronel, Franco Nazareno",1,10,5,4,198,1
"Coronel, Franco Nazareno",1,11,3,4,178,-1
"Coronel, Franco Nazareno",1,12,5,5,216,0
"Coronel, Franco Nazareno",1,13,3,4,273,-1
"Coronel, Franco Nazareno",1,14,5,4,193,1
"Coronel, Franco Nazareno",1,15,2,4,181,-2
"Coronel, Franco Nazareno",1,16,4,4,165,0
"Coronel, Franco Nazareno",1,17,4,4,175,0
"Coronel, Franco Nazareno",1,18,4,3,64,1
"Gubani, Juraj",1,1,3,5,153,-2
"Gubani, Juraj",1,2,6,4,164,2
"Gubani, Juraj",1,3,3,4,202,-1
"Gubani, Juraj",1,4,5,4,174,1
"Gubani, Juraj",1,5,2,3,99,-1
"Gubani, Juraj",1,6,3,4,137,-1
"Gubani, Juraj",1,7,3,3,89,0
"Gubani, Juraj",1,8,4,3,76,1
"Gubani, Juraj",1,9,3,5,167,-2
"Gubani, Juraj",1,10,4,4,198,0
"Gubani, Juraj",1,11,2,4,178,-2
"Gubani, Juraj",1,12,6,5,216,1
"Gubani, Juraj",1,13,3,4,273,-1
"Gubani, Juraj",1,14,5,4,193,1
"Gubani, Juraj",1,15,2,4,181,-2
"Gubani, Juraj",1,16,5,4,165,1
"Gubani, Juraj",1,17,2,4,175,-2
"Gubani, Juraj",1,18,7,3,64,4
"GOURTAY, Julien",1,1,4,5,153,-1
"GOURTAY, Julien",1,2,4,4,164,0
"GOURTAY, Julien",1,3,4,4,202,0
"GOURTAY, Julien",1,4,4,4,174,0
"GOURTAY, Julien",1,5,3,3,99,0
"GOURTAY, Julien",1,6,4,4,137,0
"GOURTAY, Julien",1,7,3,3,89,0
"GOURTAY, Julien",1,8,3,3,76,0
"GOURTAY, Julien",1,9,4,5,167,-1
"GOURTAY, Julien",1,10,4,4,198,0
"GOURTAY, Julien",1,11,4,4,178,0
"GOURTAY, Julien",1,12,5,5,216,0
"GOURTAY, Julien",1,13,5,4,273,1
"GOURTAY, Julien",1,14,4,4,193,0
"GOURTAY, Julien",1,15,3,4,181,-1
"GOURTAY, Julien",1,16,4,4,165,0
"GOURTAY, Julien",1,17,4,4,175,0
"GOURTAY, Julien",1,18,5,3,64,2
"Smit, Daniel",1,1,4,5,153,-1
"Smit, Daniel",1,2,3,4,164,-1
"Smit, Daniel",1,3,4,4,202,0
"Smit, Daniel",1,4,5,4,174,1
"Smit, Daniel",1,5,4,3,99,1
"Smit, Daniel",1,6,4,4,137,0
"Smit, Daniel",1,7,3,3,89,0
"Smit, Daniel",1,8,4,3,76,1
"Smit, Daniel",1,9,4,5,167,-1
"Smit, Daniel",1,10,5,4,198,1
"Smit, Daniel",1,11,2,4,178,-2
"Smit, Daniel",1,12,6,5,216,1
"Smit, Daniel",1,13,4,4,273,0
"Smit, Daniel",1,14,4,4,193,0
"Smit, Daniel",1,15,4,4,181,0
"Smit, Daniel",1,16,4,4,165,0
"Smit, Daniel",1,17,3,4,175,-1
"Smit, Daniel",1,18,5,3,64,2
"Sylvain, PORTEJOIE",1,1,4,5,153,-1
"Sylvain, PORTEJOIE",1,2,5,4,164,1
"Sylvain, PORTEJOIE",1,3,4,4,202,0
"Sylvain, PORTEJOIE",1,4,5,4,174,1
"Sylvain, PORTEJOIE",1,5,3,3,99,0
"Sylvain, PORTEJOIE",1,6,4,4,137,0
"Sylvain, PORTEJOIE",1,7,3,3,89,0
"Sylvain, PORTEJOIE",1,8,4,3,76,1
"Sylvain, PORTEJOIE",1,9,4,5,167,-1
"Sylvain, PORTEJOIE",1,10,5,4,198,1
"Sylvain, PORTEJOIE",1,11,2,4,178,-2
"Sylvain, PORTEJOIE",1,12,7,5,216,2
"Sylvain, PORTEJOIE",1,13,5,4,273,1
"Sylvain, PORTEJOIE",1,14,3,4,193,-1
"Sylvain, PORTEJOIE",1,15,3,4,181,-1
"Sylvain, PORTEJOIE",1,16,4,4,165,0
"Sylvain, PORTEJOIE",1,17,3,4,175,-1
"Sylvain, PORTEJOIE",1,18,6,3,64,3
"DAS NEVES, Cyril",1,1,4,5,153,-1
"DAS NEVES, Cyril",1,2,4,4,164,0
"DAS NEVES, Cyril",1,3,6,4,202,2
"DAS NEVES, Cyril",1,4,7,4,174,3
"DAS NEVES, Cyril",1,5,3,3,99,0
"DAS NEVES, Cyril",1,6,3,4,137,-1
"DAS NEVES, Cyril",1,7,3,3,89,0
"DAS NEVES, Cyril",1,8,4,3,76,1
"DAS NEVES, Cyril",1,9,3,5,167,-2
"DAS NEVES, Cyril",1,10,4,4,198,0
"DAS NEVES, Cyril",1,11,1,4,178,-3
"DAS NEVES, Cyril",1,12,6,5,216,1
"DAS NEVES, Cyril",1,13,3,4,273,-1
"DAS NEVES, Cyril",1,14,3,4,193,-1
"DAS NEVES, Cyril",1,15,1,4,181,-3
"DAS NEVES, Cyril",1,16,5,4,165,1
"DAS NEVES, Cyril",1,17,3,4,175,-1
"DAS NEVES, Cyril",1,18,5,3,64,2
"Severini, Diego",1,1,4,5,153,-1
"Severini, Diego",1,2,3,4,164,-1
"Severini, Diego",1,3,5,4,202,1
"Severini, Diego",1,4,5,4,174,1
"Severini, Diego",1,5,4,3,99,1
"Severini, Diego",1,6,4,4,137,0
"Severini, Diego",1,7,4,3,89,1
"Severini, Diego",1,8,4,3,76,1
"Severini, Diego",1,9,4,5,167,-1
"Severini, Diego",1,10,6,4,198,2
"Severini, Diego",1,11,2,4,178,-2
"Severini, Diego",1,12,6,5,216,1
"Severini, Diego",1,13,3,4,273,-1
"Severini, Diego",1,14,3,4,193,-1
"Severini, Diego",1,15,2,4,181,-2
"Severini, Diego",1,16,5,4,165,1
"Severini, Diego",1,17,3,4,175,-1
"Severini, Diego",1,18,4,3,64,1
"Vitorino, Ruben",1,1,5,5,153,0
"Vitorino, Ruben",1,2,3,4,164,-1
"Vitorino, Ruben",1,3,4,4,202,0
"Vitorino, Ruben",1,4,4,4,174,0
"Vitorino, Ruben",1,5,3,3,99,0
"Vitorino, Ruben",1,6,3,4,137,-1
"Vitorino, Ruben",1,7,4,3,89,1
"Vitorino, Ruben",1,8,3,3,76,0
"Vitorino, Ruben",1,9,4,5,167,-1
"Vitorino, Ruben",1,10,3,4,198,-1
"Vitorino, Ruben",1,11,4,4,178,0
"Vitorino, Ruben",1,12,5,5,216,0
"Vitorino, Ruben",1,13,4,4,273,0
"Vitorino, Ruben",1,14,4,4,193,0
"Vitorino, Ruben",1,15,4,4,181,0
"Vitorino, Ruben",1,16,4,4,165,0
"Vitorino, Ruben",1,17,4,4,175,0
"Vitorino, Ruben",1,18,3,3,64,0
"Julien, DEPENTIS",1,1,4,5,153,-1
"Julien, DEPENTIS",1,2,4,4,164,0
"Julien, DEPENTIS",1,3,4,4,202,0
"Julien, DEPENTIS",1,4,6,4,174,2
"Julien, DEPENTIS",1,5,4,3,99,1
"Julien, DEPENTIS",1,6,4,4,137,0
"Julien, DEPENTIS",1,7,3,3,89,0
"Julien, DEPENTIS",1,8,4,3,76,1
"Julien, DEPENTIS",1,9,4,5,167,-1
"Julien, DEPENTIS",1,10,4,4,198,0
"Julien, DEPENTIS",1,11,2,4,178,-2
"Julien, DEPENTIS",1,12,7,5,216,2
"Julien, DEPENTIS",1,13,3,4,273,-1
"Julien, DEPENTIS",1,14,4,4,193,0
"Julien, DEPENTIS",1,15,4,4,181,0
"Julien, DEPENTIS",1,16,4,4,165,0
"Julien, DEPENTIS",1,17,4,4,175,0
"Julien, DEPENTIS",1,18,5,3,64,2
"Romain, BARBE",1,1,6,5,153,1
"Romain, BARBE",1,2,5,4,164,1
"Romain, BARBE",1,3,4,4,202,0
"Romain, BARBE",1,4,3,4,174,-1
"Romain, BARBE",1,5,3,3,99,0
"Romain, BARBE",1,6,7,4,137,3
"Romain, BARBE",1,7,4,3,89,1
"Romain, BARBE",1,8,4,3,76,1
"Romain, BARBE",1,9,2,5,167,-3
"Romain, BARBE",1,10,5,4,198,1
"Romain, BARBE",1,11,3,4,178,-1
"Romain, BARBE",1,12,6,5,216,1
"Romain, BARBE",1,13,4,4,273,0
"Romain, BARBE",1,14,7,4,193,3
"Romain, BARBE",1,15,2,4,181,-2
