player,round,hole,strokes,par,yds,score
"DAS NEVES, Cyril",2,17,5,4,175,1
"DAS NEVES, Cyril",2,18,6,3,64,3
"Severini, Diego",2,1,5,5,153,0
"Severini, Diego",2,2,4,4,164,0
"Severini, Diego",2,3,4,4,202,0
"Severini, Diego",2,4,4,4,174,0
"Severini, Diego",2,5,4,3,99,1
"Severini, Diego",2,6,4,4,137,0
"Severini, Diego",2,7,3,3,89,0
"Severini, Diego",2,8,3,3,76,0
"Severini, Diego",2,9,5,5,167,0
"Severini, Diego",2,10,5,4,198,1
"Severini, Diego",2,11,3,4,178,-1
"Severini, Diego",2,12,5,5,216,0
"Severini, Diego",2,13,4,4,273,0
"Severini, Diego",2,14,5,4,193,1
"Severini, Diego",2,15,4,4,181,0
"Severini, Diego",2,16,4,4,165,0
"Severini, Diego",2,17,5,4,175,1
"Severini, Diego",2,18,2,3,64,-1
"Vitorino, Ruben",2,1,4,5,153,-1
"Vitorino, Ruben",2,2,4,4,164,0
"Vitorino, Ruben",2,3,4,4,202,0
"Vitorino, Ruben",2,4,6,4,174,2
"Vitorino, Ruben",2,5,3,3,99,0
"Vitorino, Ruben",2,6,5,4,137,1
"Vitorino, Ruben",2,7,5,3,89,2
"Vitorino, Ruben",2,8,4,3,76,1
"Vitorino, Ruben",2,9,3,5,167,-2
"Vitorino, Ruben",2,10,3,4,198,-1
"Vitorino, Ruben",2,11,2,4,178,-2
"Vitorino, Ruben",2,12,6,5,216,1
"Vitorino, Ruben",2,13,4,4,273,0
"Vitorino, Ruben",2,14,4,4,193,0
"Vitorino, Ruben",2,15,3,4,181,-1
"Vitorino, Ruben",2,16,5,4,165,1
"Vitorino, Ruben",2,17,2,4,175,-2
"Vitorino, Ruben",2,18,5,3,64,2
"Julien, DEPENTIS",2,1,6,5,153,1
"Julien, DEPENTIS",2,2,3,4,164,-1
"Julien, DEPENTIS",2,3,4,4,202,0
"Julien, DEPENTIS",2,4,4,4,174,0
"Julien, DEPENTIS",2,5,4,3,99,1
"Julien, DEPENTIS",2,6,4,4,137,0
"Julien, DEPENTIS",2,7,3,3,89,0
"Julien, DEPENTIS",2,8,3,3,76,0
"Julien, DEPENTIS",2,9,5,5,167,0
"Julien, DEPENTIS",2,10,3,4,198,-1
"Julien, DEPENTIS",2,11,3,4,178,-1
"Julien, DEPENTIS",2,12,5,5,216,0
"Julien, DEPENTIS",2,13,5,4,273,1
"Julien, DEPENTIS",2,14,4,4,193,0
"Julien, DEPENTIS",2,15,4,4,181,0
"Julien, DEPENTIS",2,16,4,4,165,0
"Julien, DEPENTIS",2,17,4,4,175,0
"Julien, DEPENTIS",2,18,3,3,64,0
"Romain, BARBE",2,1,4,5,153,-1
"Romain, BARBE",2,2,4,4,164,0
"Romain, BARBE",2,3,4,4,202,0
"Romain, BARBE",2,4,4,4,174,0
"Romain, BARBE",2,5,2,3,99,-1
"Romain, BARBE",2,6,4,4,137,0
"Romain, BARBE",2,7,5,3,89,2
"Romain, BARBE",2,8,3,3,76,0
"Romain, BARBE",2,9,5,5,167,0
"Romain, BARBE",2,10,2,4,198,-2
"Romain, BARBE",2,11,4,4,178,0
"Romain, BARBE",2,12,5,5,216,0
"Romain, BARBE",2,13,4,4,273,0
"Romain, BARBE",2,14,4,4,193,0
"Romain, BARBE",2,15,3,4,181,-1
"Romain, BARBE",2,16,3,4,165,-1
"Romain, BARBE",2,17,5,4,175,1
"Romain, BARBE",2,18,2,3,64,-1
"Gunther, Meyssen",2,1,4,5,153,-1
"Gunther, Meyssen",2,2,4,4,164,0
"Gunther, Meyssen",2,3,4,4,202,0
"Gunther, Meyssen",2,4,5,4,174,1
"Gunther, Meyssen",2,5,3,3,99,0
"Gunther, Meyssen",2,6,2,4,137,-2
"Gunther, Meyssen",2,7,4,3,89,1
"Gunther, Meyssen",2,8,4,3,76,1
"Gunther, Meyssen",2,9,3,5,167,-2
"Gunther, Meyssen",2,10,5,4,198,1
"Gunther, Meyssen",2,11,2,4,178,-2
"Gunther, Meyssen",2,12,6,5,216,1
"Gunther, Meyssen",2,13,4,4,273,0
"Gunther, Meyssen",2,14,4,4,193,0
"Gunther, Meyssen",2,15,3,4,181,-1
"Gunther, Meyssen",2,16,5,4,165,1
"Gunther, Meyssen",2,17,3,4,175,-1
"Gunther, Meyssen",2,18,6,3,64,3
"Santier, Damien",2,1,4,5,153,-1
"Santier, Damien",2,2,3,4,164,-1
"Santier, Damien",2,3,6,4,202,2
"Santier, Damien",2,4,6,4,174,2
"Santier, Damien",2,5,3,3,99,0
"Santier, Damien",2,6,4,4,137,0
"Santier, Damien",2,7,4,3,89,1
"Santier, Damien",2,8,4,3,76,1
"Santier, Damien",2,9,3,5,167,-2
"Santier, Damien",2,10,6,4,198,2
"Santier, Damien",2,11,3,4,178,-1
"Santier, Damien",2,12,6,5,216,1
"Santier, Damien",2,13,4,4,273,0
"Santier, Damien",2,14,5,4,193,1
"Santier, Damien",2,15,3,4,181,-1
"Santier, Damien",2,16,4,4,165,0
"Santier, Damien",2,17,3,4,175,-1
"Santier, Damien",2,18,6,3,64,3
"Yoann, BOUIX",2,1,4,5,153,-1
"Yoann, BOUIX",2,2,4,4,164,0
"Yoann, BOUIX",2,3,5,4,202,1
"Yoann, BOUIX",2,4,6,4,174,2
"Yoann, BOUIX",2,5,3,3,99,0
"Yoann, BOUIX",2,6,3,4,137,-1
"Yoann, BOUIX",2,7,3,3,89,0
"Yoann, BOUIX",2,8,4,3,76,1
"Yoann, BOUIX",2,9,2,5,167,-3
"Yoann, BOUIX",2,10,6,4,198,2
"Yoann, BOUIX",2,11,3,4,178,-1
"Yoann, BOUIX",2,12,6,5,216,1
"Yoann, BOUIX",2,13,3,4,273,-1
"Yoann, BOUIX",2,14,4,4,193,0
"Yoann, BOUIX",2,15,2,4,181,-2
"Yoann, BOUIX",2,16,5,4,165,1
"Yoann, BOUIX",2,17,3,4,175,-1
"Yoann, BOUIX",2,18,8,3,64,5
"Cédric, EVAIN",2,1,4,5,153,-1
"Cédric, EVAIN",2,2,4,4,164,0
"Cédric, EVAIN",2,3,4,4,202,0
"Cédric, EVAIN",2,4,4,4,174,0
"Cédric, EVAIN",2,5,4,3,99,1
"Cédric, EVAIN",2,6,4,4,137,0
"Cédric, EVAIN",2,7,3,3,89,0
"Cédric, EVAIN",2,8,4,3,76,1
"Cédric, EVAIN",2,9,3,5,167,-2
"Cédric, EVAIN",2,10,4,4,198,0
"Cédric, EVAIN",2,11,4,4,178,0
"Cédric, EVAIN",2,12,7,5,216,2
"Cédric, EVAIN",2,13,4,4,273,0
"Cédric, EVAIN",2,14,4,4,193,0
"Cédric, EVAIN",2,15,2,4,181,-2
"Cédric, EVAIN",2,16,4,4,165,0
"Cédric, EVAIN",2,17,3,4,175,-1
"Cédric, EVAIN",2,18,4,3,64,1
"Cullum, Jamie",3,1,5,5,153,0
"Cullum, Jamie",3,2,3,4,164,-1
"Cullum, Jamie",3,3,4,4,202,0
"Cullum, Jamie",3,4,4,4,174,0
"Cullum, Jamie",3,5,3,3,99,0
"Cullum, Jamie",3,6,3,4,137,-1
"Cullum, Jamie",3,7,2,3,89,-1
"Cullum, Jamie",3,8,2,3,76,-1
"Cullum, Jamie",3,9,4,5,167,-1
"Cullum, Jamie",3,10,6,4,198,2
"Cullum, Jamie",3,11,3,4,178,-1
"Cullum, Jamie",3,12,4,5,216,-1
"Cullum, Jamie",3,13,3,4,273,-1
"Cullum, Jamie",3,14,3,4,193,-1
"Cullum, Jamie",3,15,3,4,181,-1
"Cullum, Jamie",3,16,4,4,165,0
"Cullum, Jamie",3,17,4,4,175,0
"Cullum, Jamie",3,18,3,3,64,0
"Simoes, Frédéric",3,1,4,5,153,-1
"Simoes, Frédéric",3,2,3,4,164,-1
"Simoes, Frédéric",3,3,4,4,202,0
"Simoes, Frédéric",3,4,4,4,174,0
"Simoes, Frédéric",3,5,3,3,99,0
"Simoes, Frédéric",3,6,4,4,137,0
"Simoes, Frédéric",3,7,3,3,89,0
"Simoes, Frédéric",3,8,2,3,76,-1
"Simoes, Frédéric",3,9,4,5,167,-1
"Simoes, Frédéric",3,10,3,4,198,-1
"Simoes, Frédéric",3,11,3,4,178,-1
"Simoes, Frédéric",3,12,5,5,216,0
"Simoes, Frédéric",3,13,3,4,273,-1
"Simoes, Frédéric",3,14,4,4,193,0
"Simoes, Frédéric",3,15,4,4,181,0
"Simoes, Frédéric",3,16,3,4,165,-1
"Simoes, Frédéric",3,17,4,4,175,0
"Simoes, Frédéric",3,18,3,3,64,0
"Jacot, Lionel",3,1,4,5,153,-1
"Jacot, Lionel",3,2,3,4,164,-1
"Jacot, Lionel",3,3,4,4,202,0
"Jacot, Lionel",3,4,5,4,174,1
"Jacot, Lionel",3,5,3,3,99,0
"Jacot, Lionel",3,6,3,4,137,-1
"Jacot, Lionel",3,7,3,3,89,0
"Jacot, Lionel",3,8,3,3,76,0
"Jacot, Lionel",3,9,5,5,167,0
"Jacot, Lionel",3,10,5,4,198,1
"Jacot, Lionel",3,11,3,4,178,-1
"Jacot, Lionel",3,12,5,5,216,0
"Jacot, Lionel",3,13,3,4,273,-1
"Jacot, Lionel",3,14,3,4,193,-1
"Jacot, Lionel",3,15,4,4,181,0
"Jacot, Lionel",3,16,4,4,165,0
"Jacot, Lionel",3,17,4,4,175,0
"Jacot, Lionel",3,18,3,3,64,0
"Voorendt, Guido",3,1,4,5,153,-1
"Voorendt, Guido",3,2,4,4,164,0
"Voorendt, Guido",3,3,4,4,202,0
"Voorendt, Guido",3,4,4,4,174,0
"Voorendt, Guido",3,5,4,3,99,1
"Voorendt, Guido",3,6,4,4,137,0
"Voorendt, Guido",3,7,3,3,89,0
"Voorendt, Guido",3,8,2,3,76,-1
"Voorendt, Guido",3,9,4,5,167,-1
"Voorendt, Guido",3,10,3,4,198,-1
"Voorendt, Guido",3,11,3,4,178,-1
"Voorendt, Guido",3,12,5,5,216,0
"Voorendt, Guido",3,13,4,4,273,0
"Voorendt, Guido",3,14,6,4,193,2
"Voorendt, Guido",3,15,3,4,181,-1
"Voorendt, Guido",3,16,5,4,165,1
"Voorendt, Guido",3,17,3,4,175,-1
"Voorendt, Guido",3,18,2,3,64,-1
"Frederic, HEDIN",3,1,4,5,153,-1
"Frederic, HEDIN",3,2,3,4,164,-1
"Frederic, HEDIN",3,3,4,4,202,0
"Frederic, HEDIN",3,4,3,4,174,-1
"Frederic, HEDIN",3,5,2,3,99,-1
"Frederic, HEDIN",3,6,4,4,137,0
"Frederic, HEDIN",3,7,4,3,89,1
"Frederic, HEDIN",3,8,3,3,76,0
"Frederic, HEDIN",3,9,5,5,167,0
"Frederic, HEDIN",3,10,3,4,198,-1
"Frederic, HEDIN",3,11,3,4,178,-1
"Frederic, HEDIN",3,12,5,5,216,0
"Frederic, HEDIN",3,13,4,4,273,0
"Frederic, HEDIN",3,14,3,4,193,-1
"Frederic, HEDIN",3,15,3,4,181,-1
"Frederic, HEDIN",3,16,5,4,165,1
"Frederic, HEDIN",3,17,4,4,175,0
"Frederic, HEDIN",3,18,5,3,64,2
"Cedric, BONNOT",3,1,5,5,153,0
"Cedric, BONNOT",3,2,3,4,164,-1
"Cedric, BONNOT",3,3,3,4,202,-1
"Cedric, BONNOT",3,4,4,4,174,0
"Cedric, BONNOT",3,5,3,3,99,0
"Cedric, BONNOT",3,6,4,4,137,0
"Cedric, BONNOT",3,7,3,3,89,0
"Cedric, BONNOT",3,8,2,3,76,-1
"Cedric, BONNOT",3,9,5,5,167,0
"Cedric, BONNOT",3,10,3,4,198,-1
"Cedric, BONNOT",3,11,3,4,178,-1
"Cedric, BONNOT",3,12,4,5,216,-1
"Cedric, BONNOT",3,13,4,4,273,0
"Cedric, BONNOT",3,14,3,4,193,-1
"Cedric, BONNOT",3,15,3,4,181,-1
"Cedric, BONNOT",3,16,4,4,165,0
"Cedric, BONNOT",3,17,4,4,175,0
"Cedric, BONNOT",3,18,3,3,64,0
"Nicolas, COUSIN",3,1,6,5,153,1
"Nicolas, COUSIN",3,2,3,4,164,-1
"Nicolas, COUSIN",3,3,4,4,202,0
"Nicolas, COUSIN",3,4,4,4,174,0
"Nicolas, COUSIN",3,5,3,3,99,0
"Nicolas, COUSIN",3,6,4,4,137,0
"Nicolas, COUSIN",3,7,2,3,89,-1
"Nicolas, COUSIN",3,8,3,3,76,0
"Nicolas, COUSIN",3,9,4,5,167,-1
"Nicolas, COUSIN",3,10,4,4,198,0
"Nicolas, COUSIN",3,11,3,4,178,-1
"Nicolas, COUSIN",3,12,5,5,216,0
"Nicolas, COUSIN",3,13,3,4,273,-1
"Nicolas, COUSIN",3,14,4,4,193,0
"Nicolas, COUSIN",3,15,4,4,181,0
"Nicolas, COUSIN",3,16,4,4,165,0
"Nicolas, COUSIN",3,17,3,4,175,-1
"Nicolas, COUSIN",3,18,5,3,64,2
"Garcia, Nicolas",3,1,6,5,153,1
"Garcia, Nicolas",3,2,4,4,164,0
"Garcia, Nicolas",3,3,6,4,202,2
"Garcia, Nicolas",3,4,5,4,174,1
"Garcia, Nicolas",3,5,3,3,99,0
"Garcia, Nicolas",3,6,4,4,137,0
"Garcia, Nicolas",3,7,3,3,89,0
"Garcia, Nicolas",3,8,2,3,76,-1
"Garcia, Nicolas",3,9,5,5,167,0
"Garcia, Nicolas",3,10,2,4,198,-2
"Garcia, Nicolas",3,11,3,4,178,-1
"Garcia, Nicolas",3,12,5,5,216,0
"Garcia, Nicolas",3,13,3,4,273,-1
"Garcia, Nicolas",3,14,4,4,193,0
"Garcia, Nicolas",3,15,4,4,181,0
"Garcia, Nicolas",3,16,3,4,165,-1
"Garcia, Nicolas",3,17,3,4,175,-1
"Garcia, Nicolas",3,18,3,3,64,0
"Clarke, Benjamin",3,1,4,5,153,-1
"Clarke, Benjamin",3,2,4,4,164,0
"Clarke, Benjamin",3,3,4,4,202,0
"Clarke, Benjamin",3,4,4,4,174,0
"Clarke, Benjamin",3,5,3,3,99,0
"Clarke, Benjamin",3,6,3,4,137,-1
"Clarke, Benjamin",3,7,3,3,89,0
"Clarke, Benjamin",3,8,3,3,76,0
"Clarke, Benjamin",3,9,5,5,167,0
"Clarke, Benjamin",3,10,5,4,198,1
"Clarke, Benjamin",3,11,3,4,178,-1
"Clarke, Benjamin",3,12,5,5,216,0
"Clarke, Benjamin",3,13,3,4,273,-1
"Clarke, Benjamin",3,14,3,4,193,-1
"Clarke, Benjamin",3,15,3,4,181,-1
"Clarke, Benjamin",3,16,4,4,165,0
"Clarke, Benjamin",3,17,3,4,175,-1
"Clarke, Benjamin",3,18,5,3,64,2
"Christopher, BUAILLON",3,1,3,5,153,-2
"Christopher, BUAILLON",3,2,3,4,164,-1
"Christopher, BUAILLON",3,3,4,4,202,0
"Christopher, BUAILLON",3,4,4,4,174,0
"Christopher, BUAILLON",3,5,2,3,99,-1
"Christopher, BUAILLON",3,6,4,4,137,0
"Christopher, BUAILLON",3,7,2,3,89,-1
"Christopher, BUAILLON",3,8,2,3,76,-1
"Christopher, BUAILLON",3,9,4,5,167,-1
"Christopher, BUAILLON",3,10,4,4,198,0
"Christopher, BUAILLON",3,11,4,4,178,0
"Christopher, BUAILLON",3,12,4,5,216,-1
"Christopher, BUAILLON",3,13,3,4,273,-1
"Christopher, BUAILLON",3,14,4,4,193,0
"Christopher, BUAILLON",3,15,3,4,181,-1
"Christopher, BUAILLON",3,16,5,4,165,1
"Christopher, BUAILLON",3,17,4,4,175,0
"Christopher, BUAILLON",3,18,5,3,64,2
"Mancino, David",3,1,5,5,153,0
"Mancino, David",3,2,3,4,164,-1
"Mancino, David",3,3,4,4,202,0
"Mancino, David",3,4,3,4,174,-1
"Mancino, David",3,5,2,3,99,-1
"Mancino, David",3,6,4,4,137,0
"Mancino, David",3,7,4,3,89,1
"Mancino, David",3,8,2,3,76,-1
"Mancino, David",3,9,4,5,167,-1
"Mancino, David",3,10,4,4,198,0
"Mancino, David",3,11,3,4,178,-1
"Mancino, David",3,12,5,5,216,0
"Mancino, David",3,13,3,4,273,-1
"Mancino, David",3,14,3,4,193,-1
"Mancino, David",3,15,3,4,181,-1
"Mancino, David",3,16,3,4,165,-1
"Mancino, David",3,17,4,4,175,0
"Mancino, David",3,18,3,3,64,0
"Mazzer, Fabio",3,1,5,5,153,0
"Mazzer, Fabio",3,2,3,4,164,-1
"Mazzer, Fabio",3,3,4,4,202,0
"Mazzer, Fabio",3,4,3,4,174,-1
"Mazzer, Fabio",3,5,3,3,99,0
"Mazzer, Fabio",3,6,3,4,137,-1
"Mazzer, Fabio",3,7,3,3,89,0
"Mazzer, Fabio",3,8,3,3,76,0
"Mazzer, Fabio",3,9,4,5,167,-1
"Mazzer, Fabio",3,10,2,4,198,-2
"Mazzer, Fabio",3,11,4,4,178,0
"Mazzer, Fabio",3,12,5,5,216,0
"Mazzer, Fabio",3,13,3,4,273,-1
"Mazzer, Fabio",3,14,3,4,193,-1
"Mazzer, Fabio",3,15,3,4,181,-1
"Mazzer, Fabio",3,16,5,4,165,1
"Mazzer, Fabio",3,17,4,4,175,0
"Mazzer, Fabio",3,18,2,3,64,-1
"Wetzel, Simon",3,1,5,5,153,0
"Wetzel, Simon",3,2,3,4,164,-1
"Wetzel, Simon",3,3,4,4,202,0
"Wetzel, Simon",3,4,3,4,174,-1
"Wetzel, Simon",3,5,3,3,99,0
"Wetzel, Simon",3,6,3,4,137,-1
"Wetzel, Simon",3,7,3,3,89,0
"Wetzel, Simon",3,8,3,3,76,0
"Wetzel, Simon",3,9,4,5,167,-1
"Wetzel, Simon",3,10,3,4,198,-1
"Wetzel, Simon",3,11,3,4,178,-1
"Wetzel, Simon",3,12,5,5,216,0
"Wetzel, Simon",3,13,3,4,273,-1
"Wetzel, Simon",3,14,4,4,193,0
"Wetzel, Simon",3,15,3,4,181,-1
"Wetzel, Simon",3,16,6,4,165,2
"Wetzel, Simon",3,17,3,4,175,-1
"Wetzel, Simon",3,18,3,3,64,0
"Shutes, Liam",3,1,5,5,153,0
"Shutes, Liam",3,2,3,4,164,-1
"Shutes, Liam",3,3,3,4,202,-1
"Shutes, Liam",3,4,4,4,174,0
"Shutes, Liam",3,5,2,3,99,-1
"Shutes, Liam",3,6,4,4,137,0
"Shutes, Liam",3,7,2,3,89,-1
"Shutes, Liam",3,8,3,3,76,0
"Shutes, Liam",3,9,4,5,167,-1
"Shutes, Liam",3,10,3,4,198,-1
"Shutes, Liam",3,11,4,4,178,0
"Shutes, Liam",3,12,5,5,216,0
"Shutes, Liam",3,13,4,4,273,0
"Shutes, Liam",3,14,4,4,193,0
"Shutes, Liam",3,15,3,4,181,-1
"Shutes, Liam",3,16,4,4,165,0
"Shutes, Liam",3,17,3,4,175,-1
"Shutes, Liam",3,18,4,3,64,1
"Huber, Vincent",3,1,5,5,153,0
"Huber, Vincent",3,2,2,4,164,-2
"Huber, Vincent",3,3,4,4,202,0
"Huber, Vincent",3,4,4,4,174,0
"Huber, Vincent",3,5,3,3,99,0
"Huber, Vincent",3,6,4,4,137,0
"Huber, Vincent",3,7,3,3,89,0
"Huber, Vincent",3,8,3,3,76,0
"Huber, Vincent",3,9,4,5,167,-1
"Huber, Vincent",3,10,3,4,198,-1
"Huber, Vincent",3,11,3,4,178,-1
"Huber, Vincent",3,12,5,5,216,0
"Huber, Vincent",3,13,3,4,273,-1
"Huber, Vincent",3,14,3,4,193,-1
"Huber, Vincent",3,15,3,4,181,-1
"Huber, Vincent",3,16,3,4,165,-1
"Huber, Vincent",3,17,3,4,175,-1
"Huber, Vincent",3,18,4,3,64,1
"Benjamin, GAVANON",3,1,5,5,153,0
"Benjamin, GAVANON",3,2,4,4,164,0
"Benjamin, GAVANON",3,3,4,4,202,0
"Benjamin, GAVANON",3,4,5,4,174,1
"Benjamin, GAVANON",3,5,3,3,99,0
"Benjamin, GAVANON",3,6,4,4,137,0
"Benjamin, GAVANON",3,7,3,3,89,0
"Benjamin, GAVANON",3,8,3,3,76,0
"Benjamin, GAVANON",3,9,4,5,167,-1
"Benjamin, GAVANON",3,10,4,4,198,0
"Benjamin, GAVANON",3,11,3,4,178,-1
"Benjamin, GAVANON",3,12,5,5,216,0
"Benjamin, GAVANON",3,13,4,4,273,0
"Benjamin, GAVANON",3,14,3,4,193,-1
"Benjamin, GAVANON",3,15,3,4,181,-1
"Benjamin, GAVANON",3,16,4,4,165,0
"Benjamin, GAVANON",3,17,4,4,175,0
"Benjamin, GAVANON",3,18,3,3,64,0
"Voost, Matthijs",3,1,4,5,153,-1
"Voost, Matthijs",3,2,4,4,164,0
"Voost, Matthijs",3,3,4,4,202,0
"Voost, Matthijs",3,4,4,4,174,0
"Voost, Matthijs",3,5,4,3,99,1
"Voost, Matthijs",3,6,3,4,137,-1
"Voost, Matthijs",3,7,3,3,89,0
"Voost, Matthijs",3,8,2,3,76,-1
"Voost, Matthijs",3,9,5,5,167,0
"Voost, Matthijs",3,10,3,4,198,-1
"Voost, Matthijs",3,11,3,4,178,-1
"Voost, Matthijs",3,12,5,5,216,0
"Voost, Matthijs",3,13,4,4,273,0
"Voost, Matthijs",3,14,3,4,193,-1
"Voost, Matthijs",3,15,3,4,181,-1
"Voost, Matthijs",3,16,4,4,165,0
"Voost, Matthijs",3,17,4,4,175,0
"Voost, Matthijs",3,18,4,3,64,1
"Menor, Piero",3,1,4,5,153,-1
"Menor, Piero",3,2,3,4,164,-1
"Menor, Piero",3,3,4,4,202,0
"Menor, Piero",3,4,4,4,174,0
"Menor, Piero",3,5,3,3,99,0
"Menor, Piero",3,6,4,4,137,0
"Menor, Piero",3,7,3,3,89,0
"Menor, Piero",3,8,2,3,76,-1
"Menor, Piero",3,9,4,5,167,-1
"Menor, Piero",3,10,6,4,198,2
"Menor, Piero",3,11,4,4,178,0
"Menor, Piero",3,12,4,5,216,-1
"Menor, Piero",3,13,3,4,273,-1
"Menor, Piero",3,14,5,4,193,1
"Menor, Piero",3,15,3,4,181,-1
"Menor, Piero",3,16,4,4,165,0
"Menor, Piero",3,17,3,4,175,-1
"Menor, Piero",3,18,2,3,64,-1
"Kikus, Tomas",3,1,5,5,153,0
"Kikus, Tomas",3,2,3,4,164,-1
"Kikus, Tomas",3,3,4,4,202,0
"Kikus, Tomas",3,4,5,4,174,1
"Kikus, Tomas",3,5,2,3,99,-1
"Kikus, Tomas",3,6,6,4,137,2
"Kikus, Tomas",3,7,3,3,89,0
"Kikus, Tomas",3,8,2,3,76,-1
"Kikus, Tomas",3,9,5,5,167,0
"Kikus, Tomas",3,10,6,4,198,2
"Kikus, Tomas",3,11,2,4,178,-2
"Kikus, Tomas",3,12,5,5,216,0
"Kikus, Tomas",3,13,3,4,273,-1
"Kikus, Tomas",3,14,4,4,193,0
"Kikus, Tomas",3,15,3,4,181,-1
"Kikus, Tomas",3,16,4,4,165,0
"Kikus, Tomas",3,17,5,4,175,1
"Kikus, Tomas",3,18,3,3,64,0
"Damien, Dyrdol",3,1,4,5,153,-1
"Damien, Dyrdol",3,2,4,4,164,0
"Damien, Dyrdol",3,3,4,4,202,0
"Damien, Dyrdol",3,4,6,4,174,2
"Damien, Dyrdol",3,5,3,3,99,0
"Damien, Dyrdol",3,6,4,4,137,0
"Damien, Dyrdol",3,7,4,3,89,1
"Damien, Dyrdol",3,8,3,3,76,0
"Damien, Dyrdol",3,9,5,5,167,0
"Damien, Dyrdol",3,10,5,4,198,1
"Damien, Dyrdol",3,11,3,4,178,-1
"Damien, Dyrdol",3,12,5,5,216,0
"Damien, Dyrdol",3,13,3,4,273,-1
"Damien, Dyrdol",3,14,3,4,193,-1
"Damien, Dyrdol",3,15,4,4,181,0
"Damien, Dyrdol",3,16,4,4,165,0
"Damien, Dyrdol",3,17,3,4,175,-1
"Damien, Dyrdol",3,18,3,3,64,0
"Aurelien, SANTILLANA",3,1,6,5,153,1
"Aurelien, SANTILLANA",3,2,4,4,164,0
"Aurelien, SANTILLANA",3,3,4,4,202,0
"Aurelien, SANTILLANA",3,4,4,4,174,0
"Aurelien, SANTILLANA",3,5,3,3,99,0
"Aurelien, SANTILLANA",3,6,3,4,137,-1
"Aurelien, SANTILLANA",3,7,2,3,89,-1
"Aurelien, SANTILLANA",3,8,4,3,76,1
"Aurelien, SANTILLANA",3,9,4,5,167,-1
"Aurelien, SANTILLANA",3,10,3,4,198,-1
"Aurelien, SANTILLANA",3,11,3,4,178,-1
"Aurelien, SANTILLANA",3,12,5,5,216,0
"Aurelien, SANTILLANA",3,13,3,4,273,-1
"Aurelien, SANTILLANA",3,14,3,4,193,-1
"Aurelien, SANTILLANA",3,15,5,4,181,1
"Aurelien, SANTILLANA",3,16,4,4,165,0
"Aurelien, SANTILLANA",3,17,4,4,175,0
"Aurelien, SANTILLANA",3,18,3,3,64,0
"Grandi, Tommaso",3,1,4,5,153,-1
"Grandi, Tommaso",3,2,4,4,164,0
"Grandi, Tommaso",3,3,4,4,202,0
"Grandi, Tommaso",3,4,5,4,174,1
"Grandi, Tommaso",3,5,3,3,99,0
"Grandi, Tommaso",3,6,3,4,137,-1
"Grandi, Tommaso",3,7,2,3,89,-1
"Grandi, Tommaso",3,8,3,3,76,0
"Grandi, Tommaso",3,9,4,5,167,-1
"Grandi, Tommaso",3,10,4,4,198,0
"Grandi, Tommaso",3,11,3,4,178,-1
"Grandi, Tommaso",3,12,6,5,216,1
"Grandi, Tommaso",3,13,4,4,273,0
"Grandi, Tommaso",3,14,4,4,193,0
"Grandi, Tommaso",3,15,3,4,181,-1
"Grandi, Tommaso",3,16,4,4,165,0
"Grandi, Tommaso",3,17,4,4,175,0
"Grandi, Tommaso",3,18,3,3,64,0
"Fabien, Helbois",3,1,4,5,153,-1
"Fabien, Helbois",3,2,4,4,164,0
"Fabien, Helbois",3,3,4,4,202,0
"Fabien, Helbois",3,4,4,4,174,0
"Fabien, Helbois",3,5,3,3,99,0
"Fabien, Helbois",3,6,3,4,137,-1
"Fabien, Helbois",3,7,3,3,89,0
"Fabien, Helbois",3,8,2,3,76,-1
"Fabien, Helbois",3,9,4,5,167,-1
"Fabien, Helbois",3,10,3,4,198,-1
"Fabien, Helbois",3,11,3,4,178,-1
"Fabien, Helbois",3,12,6,5,216,1
"Fabien, Helbois",3,13,4,4,273,0
"Fabien, Helbois",3,14,4,4,193,0
"Fabien, Helbois",3,15,3,4,181,-1
"Fabien, Helbois",3,16,4,4,165,0
"Fabien, Helbois",3,17,5,4,175,1
"Fabien, Helbois",3,18,4,3,64,1
"Perrone, Matias",3,1,5,5,153,0
"Perrone, Matias",3,2,3,4,164,-1
"Perrone, Matias",3,3,4,4,202,0
"Perrone, Matias",3,4,5,4,174,1
"Perrone, Matias",3,5,3,3,99,0
"Perrone, Matias",3,6,4,4,137,0
"Perrone, Matias",3,7,3,3,89,0
"Perrone, Matias",3,8,4,3,76,1
"Perrone, Matias",3,9,5,5,167,0
"Perrone, Matias",3,10,5,4,198,1
"Perrone, Matias",3,11,3,4,178,-1
"Perrone, Matias",3,12,4,5,216,-1
"Perrone, Matias",3,13,3,4,273,-1
"Perrone, Matias",3,14,7,4,193,3
"Perrone, Matias",3,15,3,4,181,-1
"Perrone, Matias",3,16,4,4,165,0
"Perrone, Matias",3,17,3,4,175,-1
"Perrone, Matias",3,18,5,3,64,2
"Anthony, ARNAUD",3,1,5,5,153,0
"Anthony, ARNAUD",3,2,3,4,164,-1
"Anthony, ARNAUD",3,3,4,4,202,0
"Anthony, ARNAUD",3,4,3,4,174,-1
"Anthony, ARNAUD",3,5,3,3,99,0
"Anthony, ARNAUD",3,6,4,4,137,0
"Anthony, ARNAUD",3,7,4,3,89,1
"Anthony, ARNAUD",3,8,3,3,76,0
"Anthony, ARNAUD",3,9,4,5,167,-1
"Anthony, ARNAUD",3,10,3,4,198,-1
